Importing plotly failed. Interactive plots will not work.
[PIPE] Frecuencia efectiva para el modelado: MS

[DEBUG-ZEROS] ---- Diagnóstico por combinación (post-resample) ----
  • 7.50E+12 | default | DISTRIBUIDORES -> n=39, %ceros=100.00%, pasa_filtro=False
3 2024-04-01  14410.275846  14410.275783  14410.275915  13922.0 2023-12-08
4 2024-05-01  18889.121857  18889.121772  18889.121944   8242.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:24:56,826] A new study created in memory with name: no-name-89fcdace-cf35-483f-b6c6-28d16dffb53a
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:17<00:17, 17.71s/it]100%|██████████| 2/2 [00:38<00:00, 19.64s/it]100%|██████████| 2/2 [00:38<00:00, 19.35s/it]
[I 2025-09-23 22:25:35,873] Trial 0 finished with value: 50691.66744551539 and parameters: {'changepoint_prior_scale': 0.38820526819741735, 'seasonality_prior_scale': 3.544958993967779, 'n_changepoints': 9}. Best is trial 0 with value: 50691.66744551539.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  1.71it/s]100%|██████████| 2/2 [00:01<00:00,  1.64it/s]100%|██████████| 2/2 [00:01<00:00,  1.65it/s]
[I 2025-09-23 22:25:37,386] Trial 1 finished with value: 5875.380248871369 and parameters: {'changepoint_prior_scale': 0.0019584978513647266, 'seasonality_prior_scale': 0.07134252817204909, 'n_changepoints': 21}. Best is trial 1 with value: 5875.380248871369.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  1.45it/s]100%|██████████| 2/2 [00:01<00:00,  1.18it/s]100%|██████████| 2/2 [00:01<00:00,  1.22it/s]
[I 2025-09-23 22:25:39,388] Trial 2 finished with value: 24208.886109706786 and parameters: {'changepoint_prior_scale': 0.005390204076875682, 'seasonality_prior_scale': 7.246841139679152, 'n_changepoints': 37}. Best is trial 1 with value: 5875.380248871369.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  1.62it/s]100%|██████████| 2/2 [00:01<00:00,  1.91it/s]100%|██████████| 2/2 [00:01<00:00,  1.86it/s]
[PIPE] Rendimiento LECHE U.P.ALPURA SELECTA-default-DISTRIBUIDORES:
  horizon           mse          rmse  ...     mdape     smape  coverage
0 24 days  6.841172e+07   8271.137675  ...  0.666007  0.499629       0.0
1 27 days  2.679053e+06   1636.781335  ...  0.156810  0.145409       1.0
2 55 days  1.000873e+08  10004.365085  ...  1.163704  0.735659       0.0
3 58 days  9.929606e+06   3151.127783  ...  0.227617  0.256848       1.0
4 84 days  1.004212e+08  10021.036161  ...  0.521549  0.705534       0.0

[5 rows x 8 columns]
          ds          yhat    yhat_lower    yhat_upper        y     cutoff
0 2024-01-01  20690.137675  18248.745387  23156.519587  12419.0 2023-12-08
1 2024-02-01  18601.365085  16098.117958  20799.001995   8597.0 2023-12-08
2 2024-03-01   9192.963839   6623.546220  11580.801944  19214.0 2023-12-08
3 2024-04-01  26285.022762  23946.286177  28792.345524   9345.0 2023-12-08
4 2024-05-01  16092.264353  13683.524547  18407.380045  14384.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:25:40,837] A new study created in memory with name: no-name-0c41d1c8-95f6-4b6c-95b2-7547f250ac52
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.11it/s]100%|██████████| 2/2 [00:00<00:00,  2.67it/s]100%|██████████| 2/2 [00:00<00:00,  2.72it/s]
[I 2025-09-23 22:25:42,000] Trial 0 finished with value: 9179.325678791889 and parameters: {'changepoint_prior_scale': 0.08862401138424389, 'seasonality_prior_scale': 0.11780093105600968, 'n_changepoints': 39}. Best is trial 0 with value: 9179.325678791889.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:22<00:22, 22.57s/it]100%|██████████| 2/2 [00:22<00:00,  9.54s/it]100%|██████████| 2/2 [00:22<00:00, 11.49s/it]
[I 2025-09-23 22:26:05,482] Trial 1 finished with value: 10366.927578303397 and parameters: {'changepoint_prior_scale': 0.07846468623237308, 'seasonality_prior_scale': 0.6067707908127346, 'n_changepoints': 37}. Best is trial 0 with value: 9179.325678791889.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.76it/s]100%|██████████| 2/2 [00:00<00:00,  4.49it/s]100%|██████████| 2/2 [00:00<00:00,  4.52it/s]
[I 2025-09-23 22:26:06,243] Trial 2 finished with value: 9172.518066590106 and parameters: {'changepoint_prior_scale': 0.010664792181468874, 'seasonality_prior_scale': 0.1582065866014906, 'n_changepoints': 30}. Best is trial 2 with value: 9172.518066590106.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.78it/s]100%|██████████| 2/2 [00:00<00:00,  4.44it/s]100%|██████████| 2/2 [00:00<00:00,  4.49it/s]
[PIPE] Rendimiento LECHE U.P.ALPURA SELECTA-default-DETALLE:
  horizon           mse          rmse  ...     mdape     smape  coverage
0 24 days  6.400885e+07   8000.553154  ...  0.377296  0.317416       0.0
1 27 days  3.537706e+07   5947.862129  ...  0.283164  0.248045       1.0
2 55 days  3.128432e+09  55932.386703  ...  0.741082  1.177330       0.0
3 58 days  6.495504e+07   8059.468680  ...  0.422315  0.348687       0.0
4 84 days  6.843382e+07   8272.473481  ...  0.292945  0.343217       0.0

[5 rows x 8 columns]
          ds          yhat    yhat_lower    yhat_upper        y     cutoff
0 2024-01-01  29205.553154  28221.018269  30223.615807  21205.0 2023-12-08
1 2024-02-01  19541.613297  18583.938721  20537.160314  75474.0 2023-12-08
2 2024-03-01  19966.526519  19028.814262  20930.822600  28239.0 2023-12-08
3 2024-04-01  18583.437009  17662.658617  19568.708272  22505.0 2023-12-08
4 2024-05-01  18729.153690  17772.046065  19775.515180  27564.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:26:07,062] A new study created in memory with name: no-name-4d3913a8-06e3-4cb7-9c15-b0953134a203
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.10it/s]100%|██████████| 2/2 [00:00<00:00,  4.84it/s]100%|██████████| 2/2 [00:00<00:00,  4.87it/s]
[I 2025-09-23 22:26:07,759] Trial 0 finished with value: 6019.207058071144 and parameters: {'changepoint_prior_scale': 0.010008080982082477, 'seasonality_prior_scale': 0.01062206002544452, 'n_changepoints': 12}. Best is trial 0 with value: 6019.207058071144.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.02it/s]100%|██████████| 2/2 [00:00<00:00,  2.89it/s]100%|██████████| 2/2 [00:00<00:00,  2.71it/s]
[I 2025-09-23 22:26:08,824] Trial 1 finished with value: 6557.745527442625 and parameters: {'changepoint_prior_scale': 0.0025029613986730067, 'seasonality_prior_scale': 3.386155173431604, 'n_changepoints': 15}. Best is trial 0 with value: 6019.207058071144.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:22<00:22, 22.64s/it]100%|██████████| 2/2 [00:51<00:00, 26.21s/it]100%|██████████| 2/2 [00:51<00:00, 25.68s/it]
[I 2025-09-23 22:27:00,717] Trial 2 finished with value: 6402.446682889068 and parameters: {'changepoint_prior_scale': 0.3532171873103668, 'seasonality_prior_scale': 1.2895964042242227, 'n_changepoints': 47}. Best is trial 0 with value: 6019.207058071144.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.01it/s]100%|██████████| 2/2 [00:00<00:00,  3.64it/s]100%|██████████| 2/2 [00:00<00:00,  3.79it/s]
[PIPE] Rendimiento LECHE U.P.ALPURA SELECTA-default-OTROS:
  horizon           mse          rmse  ...     mdape     smape  coverage
0 24 days  2.139649e+07   4625.634197  ...  6.542623  1.531760       0.0
1 27 days  3.719936e+04    192.871346  ...  0.339562  0.290278       1.0
2 55 days  3.271737e+04    180.879441  ...  0.328275  0.281990       1.0
3 58 days  2.529867e+09  50297.779508  ...  0.984763  1.939969       0.0
4 84 days  6.280021e+05    792.465841  ...  0.497155  0.661619       0.0

[5 rows x 8 columns]
          ds         yhat   yhat_lower   yhat_upper       y     cutoff
0 2024-01-01  5332.634197  5143.603108  5515.560458   707.0 2023-12-08
1 2024-02-01   731.879441   548.277947   923.918768   551.0 2023-12-08
2 2024-03-01   801.534159   605.838468  1000.081335  1594.0 2023-12-08
3 2024-04-01   799.699680   597.308134  1016.429219   730.0 2023-12-08
4 2024-05-01   615.072213   415.874018   815.060559   418.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:27:01,656] A new study created in memory with name: no-name-83bd09f4-8429-4dfb-8089-a7677d312693
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
